from_id,from_name,message,created_time,likes_count,comments_count,id,post_id
10205386346285677,Leandro Edgar Ceballos,"Hola Gerardo entra en la página de la cámara de diputados y ahí salen todos los proyectos presentados, y no estuvo escondido, estuvo recorriendo la provincia, y hay varias páginas que publican las sesiones en que participó cada diputado. Y te comento mauricio no manda como lo hace Cristina , cada diputado es libre de votar lo que cree correcto, y te invito que antes de criticar por criticar te tomes un tiempo para leer y ver si hay cosas que no te convencen para poder debatir y analizar que se puede cambiar.",2017-07-23T14:03:16+0000,3,3,969273969881829_969301449879081,148528951956339_969273969881829
163403890864975,Mirta e Alaniz,Así es tenemos q limpiar toda la mugre drogas robos al país mentiras y todo lo peor q hicieron los q se fueron antes q llegue la gente honesta y limpia como LOS DE CAMBIEMOS !!,2017-07-23T19:26:50+0000,1,2,969273969881829_969529416522951,148528951956339_969273969881829
536637856465008,Juan Carlos Nuñez,CUANDO VAN FRENAR EL DESEMPLEO LOS TARIFAZOS INFLACIÓN DEVUELVAN LOS REMEDIOS A LOS JUBILADOS LAS PENSIONES A LOS DISCAPACITADOS ESTAN DESTRUYENDO EL PAIS CUANDO VAN A TOMAR UNA MEDIDA QUE BENEFICIEN A LOS QUE MENOS TIENEN A LA GENTE LO LE ALCANZA PARA COMER CADA VEZ HAY MAS GENTE EN LOS COMEDORES POPULARES,2017-07-24T08:35:53+0000,0,0,969273969881829_969856539823572,148528951956339_969273969881829
10204444650890026,Federico Davies,Héctor . Me va bien . Como nunca antes . Agradezco el cambio . Sigan así . Aposté al cambio y gane . Gracias !,2017-07-23T20:44:09+0000,0,0,969273969881829_969565196519373,148528951956339_969273969881829
1090345984375318,Hugo Arias,"HOLA HECTOR BALDASSI, SOLICITO UNA CHARLA INFORMAL CONTIGO, ME INVITAS. MI TEL 03543-443330- HUGO",2017-07-23T15:37:51+0000,0,0,969273969881829_969358623206697,148528951956339_969273969881829
338392676581678,Mari Gonzalez,estoy pesada...pero diganle a baldassi que siga comprando chupines y paseando por el pueblo haciendose el divino...patetico....y encima burro,2017-07-24T18:59:54+0000,0,0,969273969881829_970119983130561,148528951956339_969273969881829
899436736766220,Leonardo Ferrari,"Que se plante también contra el desempleo, el analfabetismo, la pobreza, y la inflación que todavía no puede frenar....",2017-07-23T17:29:58+0000,0,0,969273969881829_969433219865904,148528951956339_969273969881829
1073200049434553,Roberto Kiko Bertucci,Mi teléfono 3584227404 yo te acompaño fui Presidente del Ari Cba,2017-07-23T16:05:03+0000,1,0,969273969881829_969376363204923,148528951956339_969273969881829
243028069532543,Gustavo Quiroga,Dejen de mentir Hechor me extraña,2017-07-23T18:02:17+0000,0,0,969273969881829_969456849863541,148528951956339_969273969881829
169743043549390,Elsa Loza,Estamos con Baldassi vamos por Cambiemos,2017-07-23T18:37:46+0000,0,0,969273969881829_969503353192224,148528951956339_969273969881829
841134099291835,Mirta Ostorero,Es verdad.,2017-07-24T03:41:09+0000,0,0,969273969881829_969763009832925,148528951956339_969273969881829
789476917839493,Ruben Giannone,Baldacci defende a los jubilados,2017-07-23T22:44:31+0000,0,0,969273969881829_969621879847038,148528951956339_969273969881829
1237404979654873,Pedro Cesar Baigorria Gomis,Quisiera trabajar para usted,2017-07-25T00:02:26+0000,0,0,969273969881829_970226599786566,148528951956339_969273969881829
10205496696007101,Alberto Daniel Rissotto Abascal,SE NOTA!! https://youtu.be/zbc3S0yLc8E,2017-07-24T03:53:46+0000,0,0,969273969881829_969766516499241,148528951956339_969273969881829
