from_id,from_name,message,created_time,type,link,id,likes_count,comments_count,shares_count,post_id
771439416332754,Dante Rossi.  UCR,"""Queremos ayudar al gobierno nacional, pero desde la propuesta, y sin obsecuencia"" #DanteRossiDiputadoNacional #UCR #UnLugarParaLaHonestidad",2017-07-15T13:20:53+0000,link,http://agenda4p.com.ar/2017/07/14/internacambiemos-queremos-ayudar-al-gobierno-pero-desde-las-propuestas-y-sin-obsecuencia-dijo-rossi/,771439416332754_1140130659463626,29,0,8,771439416332754_1140130659463626
771439416332754,Dante Rossi.  UCR,NA,2017-07-15T12:41:28+0000,video,https://www.facebook.com/149648948926704/videos/155123251712607/,771439416332754_1140094819467210,19,2,0,771439416332754_1140094819467210
771439416332754,Dante Rossi.  UCR,Viernes por la tarde en la peatonal conversando con los vecinos. #ElCambioPasaPorVos #DanteRossiDiputadoNacional #UCR #PASO Dante Rossi,2017-07-14T21:23:52+0000,video,https://www.facebook.com/dantevrossi/videos/1139667946176564/,771439416332754_1139667946176564,28,0,15,771439416332754_1139667946176564
771439416332754,Dante Rossi.  UCR,"En Rio Segundo, en la casa de Ramon, charlando de las Paso y de como vamos a defender a la UCR.",2017-07-14T02:18:40+0000,photo,https://www.facebook.com/dantevrossi/photos/a.822266311250064.1073741829.771439416332754/1139133922896633/?type=3,771439416332754_1139134082896617,14,0,0,771439416332754_1139134082896617
771439416332754,Dante Rossi.  UCR,"Presentación de la lista ""Para la Democracia Social"".
#DanteRossiDiputado #UnLugarParaLaHonestidad #ParaLaDemocraciaSocial #ElCambioPasaPorVos #ElCambioQueLlegaAVos #PASO #ucr",2017-07-13T13:03:35+0000,video,https://www.facebook.com/dantevrossi/videos/1138687769607915/,771439416332754_1138687769607915,12,0,10,771439416332754_1138687769607915
771439416332754,Dante Rossi.  UCR,"Mas repercusiones de la presentación de la lista ""Para la Democracia Social""",2017-07-12T21:13:06+0000,link,http://www.cba24n.com.ar/content/dura-interna-en-la-ucr-de-cordoba,771439416332754_1138230676320291,30,2,0,771439416332754_1138230676320291
771439416332754,Dante Rossi.  UCR,"#RossiEnGEN #PlazaPublica Radio Gen FM - 107.5
#UnLugarParaLaHonestidad #ParaLaDemocraciaSocial #ElCambioPasaPorVos",2017-07-12T16:09:09+0000,video,https://www.facebook.com/LaGenFM/videos/1750888598269480/,771439416332754_1138090863000939,14,0,0,771439416332754_1138090863000939
771439416332754,Dante Rossi.  UCR,"Hoy miércoles a las 13hs, voy a estar en #PlazaPública.
Acompañame a través del Facebook Live de Radio Gen FM - 107.5
#UnLugarParaLaHonestidad #ParaLaDemocraciaSocial #ElCambioPasaPorVos",2017-07-12T12:45:33+0000,photo,https://www.facebook.com/dantevrossi/photos/a.771440916332604.1073741827.771439416332754/1137960006347358/?type=3,771439416332754_1137960243014001,22,0,4,771439416332754_1137960243014001
771439416332754,Dante Rossi.  UCR,"Parte del mensaje del Candidato a Diputado Nacional Dante Rossi en la presentación de la lista ""Para la Democracia Social"" realizada el Martes 11 en el Jockey  Club.",2017-07-12T12:31:31+0000,link,http://agenda4p.com.ar/2017/07/11/duro-mensaje-de-rossi-hacia-la-interna-de-cambiemos-no-hacemos-macrismo-bobo/,771439416332754_1137952526348106,26,1,3,771439416332754_1137952526348106
771439416332754,Dante Rossi.  UCR,#ElCambioEstaEnVos,2017-07-12T00:22:00+0000,photo,https://www.facebook.com/dantevrossi/photos/a.822266311250064.1073741829.771439416332754/1137595146383844/?type=3,771439416332754_1137595403050485,27,0,9,771439416332754_1137595403050485
