from_id,from_name,message,created_time,type,link,id,likes_count,comments_count,shares_count,post_number
123530744345390,Martín Llaryora,"BELL VILLE
Imágenes de los festejos del #DíaDeLaIndependencia",2017-07-09T22:40:00+0000,photo,https://www.facebook.com/martinllaryoraoficial/photos/a.124478687583929.14392.123530744345390/1615893748442408/?type=3,123530744345390_1615906705107779,958,28,166,1615906705107779
123530744345390,Martín Llaryora,"LOCRAZO!
Festejando el Día de la Patria en Villa María, compartiendo el locro más grande que se realiza en Argentina.",2017-07-09T19:53:17+0000,photo,https://www.facebook.com/martinllaryoraoficial/photos/a.124478687583929.14392.123530744345390/1615708948460888/?type=3,123530744345390_1615708948460888,1107,42,118,1615708948460888
123530744345390,Martín Llaryora,En Bell Ville festejos por el día de la Independencia,2017-07-09T12:08:53+0000,video,https://www.facebook.com/martinllaryoraoficial/videos/1615275108504272/,123530744345390_1615275108504272,567,217,352,1615275108504272
123530744345390,Martín Llaryora,"Compartamos este grito de libertad y reafirmemos la independencia nacional como pilar fundamental para construir una Argentina democrática, federal y justa. Viva Córdoba! Viva la Patria!",2017-07-09T01:25:54+0000,video,https://www.facebook.com/martinllaryoraoficial/videos/1614875285210921/,123530744345390_1614875285210921,1165,88,651,1614875285210921
123530744345390,Martín Llaryora,"SUMAMOS TECNOLOGÍA PARA PROTEGER A LOS CORDOBESES
Las cámaras de video vigilancia son un factor importante en la prevención del delito. En Río Tercero entregamos domos 360°, cámaras fijas de alta definición y nuevos vehículos para la seguridad ciudadana y la lucha contra la delincuencia.",2017-07-08T01:07:46+0000,photo,https://www.facebook.com/martinllaryoraoficial/photos/a.412242045474257.98057.123530744345390/1613866395311810/?type=3,123530744345390_1613866591978457,561,29,140,1613866591978457
123530744345390,Martín Llaryora,"OBRAS QUE LE CAMBIAN LA VIDA A LA GENTE
Hoy en Malagueño inauguramos la planta reductora de gas y la nueva red de distribución que abastecerá a más de 200 viviendas de Barrio La Perla. Es una obra de infraestructura que trae progreso a la localidad y ayuda a mejorar la calidad de vida y la economia de numerosas familias. ¡Felicitaciones!",2017-07-06T22:33:14+0000,photo,https://www.facebook.com/martinllaryoraoficial/photos/a.124478687583929.14392.123530744345390/1612698185428631/?type=3,123530744345390_1612698185428631,1526,43,91,1612698185428631
123530744345390,Martín Llaryora,FELIZ CUMPLE CÓRDOBA! COMPARTIMOS UN NUEVO ANIVERSARIO DE LA DOCTA!,2017-07-06T02:47:55+0000,video,https://www.facebook.com/martinllaryoraoficial/videos/1611762302188886/,123530744345390_1611762302188886,1457,119,1038,1611762302188886
123530744345390,Martín Llaryora,"DEFINITIVAMENTE  DUEÑOS!
En el marco del Programa de Regularización y Escrituración de Viviendas Sociales más de 300 familias de la ciudad de Córdoba recibieron hoy los títulos de propiedad de sus viviendas. Ahora tienen la seguridad de que el lugar donde viven es legalmente de ellos. ¡Felicitaciones!",2017-07-05T23:37:38+0000,photo,https://www.facebook.com/martinllaryoraoficial/photos/a.124478687583929.14392.123530744345390/1611622832202833/?type=3,123530744345390_1611622832202833,3756,126,203,1611622832202833
123530744345390,Martín Llaryora,"MÁS PRODUCCIÓN, MAS TRABAJO
La mejor política social es un buen empleo, por eso se necesita  que las empresas, industrias y emprendedores tengan lugares adecuados para invertir y progresar.  Acompañado por el Intendente Juan Manuel Llamosas entregamos, a las autoridades del Parque Industrial de Río Cuarto, un aporte económico que permite mejorar su infraestructura y servicios para continuar recibiendo inversiones que generen nuevos puestos de trabajos.",2017-07-04T22:17:03+0000,photo,https://www.facebook.com/martinllaryoraoficial/photos/a.124478687583929.14392.123530744345390/1610473758984407/?type=3,123530744345390_1610473758984407,431,30,107,1610473758984407
123530744345390,Martín Llaryora,"AVANZA LA OBRA DE DESAGÜES PLUVIALES EN VILLA MARÍA
Recorrimos, junto al Intendente Martín Gill, los avances de esta importante obra que beneficiará a miles de vecinos de Villa María, mejorando el escurrimiento de las precipitaciones pluviales en los barrios Roque Saenz Peña, Centro, La Calera y aledaños.",2017-07-03T22:27:49+0000,photo,https://www.facebook.com/martinllaryoraoficial/photos/a.124478687583929.14392.123530744345390/1609400802425036/?type=3,123530744345390_1609400802425036,642,28,62,1609400802425036
123530744345390,Martín Llaryora,"DESARROLLO Y PROGRESO PARA EL INTERIOR CORDOBÉS

En Etruria se firmó el convenio para poner en marcha la obra de sistematización de los excedentes hídricos de la ciudad. Con una inversión de más de 7 millones de pesos esta obra beneficiará la zona norte de la localidad, áreas rurales y un importante sector industrial.",2017-07-03T00:46:18+0000,photo,https://www.facebook.com/martinllaryoraoficial/photos/a.124478687583929.14392.123530744345390/1608407405857709/?type=3,123530744345390_1608407405857709,289,10,37,1608407405857709
123530744345390,Martín Llaryora,"TRADICIÓN  Y TRABAJO
En la visita que realizamos a Colonia Caroya fuimos invitados por Sergio y Carolina, en el Club el Porvenir de Puesto Viejo, a degustar productos tradicionales elaborados por emprendedores y pymes regionales. Productos que, además de tener el sello característico de esta región, son generadores de importantes puestos de trabajo.",2017-07-02T16:39:50+0000,photo,https://www.facebook.com/martinllaryoraoficial/photos/a.124478687583929.14392.123530744345390/1608025025895947/?type=3,123530744345390_1608025025895947,2238,64,102,1608025025895947
123530744345390,Martín Llaryora,"JUNTO A LOS VECINOS DE COLONIA CAROYA
Compartimos gratos momentos junto al intendente Gustavo Brandan e integrantes de diversas instituciones de Colonia Caroya. Contento de poder acompañarlos y trabajar juntos para que esta localidad del departamento Colón siga desarrollándose y progresando. ¡Gracias por el recibimiento!",2017-07-02T01:56:37+0000,photo,https://www.facebook.com/martinllaryoraoficial/photos/a.124478687583929.14392.123530744345390/1607402755958174/?type=3,123530744345390_1607402755958174,1020,23,136,1607402755958174
